'Time and date',Temporary,EEG Fpz-Cz
'[16:13:16.900 24/04/1989]',1.969,1.969
'[16:13:16.910 24/04/1989]',2.438,2.438
'[16:13:16.920 24/04/1989]',7.502,7.502
'[16:13:16.930 24/04/1989]',1.313,1.313
'[16:13:16.940 24/04/1989]',-0.188,0.188
'[16:13:16.950 24/04/1989]',1.407,1.407
'[16:13:16.960 24/04/1989]',6.564,6.564
'[16:13:16.970 24/04/1989]',3.563,3.563
'[16:13:16.980 24/04/1989]',9.752,9.752
'[16:13:16.990 24/04/1989]',-4.22,4.22
'[16:13:17.000 24/04/1989]',-0.281,0.281
'[16:13:17.010 24/04/1989]',0.75,0.75
'[16:13:17.020 24/04/1989]',3.188,3.188
'[16:13:17.030 24/04/1989]',3.938,3.938
'[16:13:17.040 24/04/1989]',0,0
'[16:13:17.050 24/04/1989]',-4.876,4.876
'[16:13:17.060 24/04/1989]',-6.283,6.283
'[16:13:17.070 24/04/1989]',-1.782,1.782
'[16:13:17.080 24/04/1989]',-6.658,6.658
'[16:13:17.090 24/04/1989]',-8.533,8.533
'[16:13:17.100 24/04/1989]',-5.814,5.814
'[16:13:17.110 24/04/1989]',-6.939,6.939
'[16:13:17.120 24/04/1989]',-0.75,0.75
'[16:13:17.130 24/04/1989]',-1.688,1.688
'[16:13:17.140 24/04/1989]',-2.907,2.907
'[16:13:17.150 24/04/1989]',-9.94,9.94
'[16:13:17.160 24/04/1989]',-2.438,2.438
'[16:13:17.170 24/04/1989]',-4.595,4.595
'[16:13:17.180 24/04/1989]',-7.502,7.502
'[16:13:17.190 24/04/1989]',-6.939,6.939
'[16:13:17.200 24/04/1989]',-1.125,1.125
'[16:13:17.210 24/04/1989]',2.344,2.344
'[16:13:17.220 24/04/1989]',-16.41,16.41
'[16:13:17.230 24/04/1989]',-14.16,14.16
'[16:13:17.240 24/04/1989]',-10.315,10.315
'[16:13:17.250 24/04/1989]',-11.534,11.534
'[16:13:17.260 24/04/1989]',-3.188,3.188
'[16:13:17.270 24/04/1989]',-10.596,10.596
'[16:13:17.280 24/04/1989]',-5.158,5.158
'[16:13:17.290 24/04/1989]',4.689,4.689
'[16:13:17.300 24/04/1989]',11.909,11.909
'[16:13:17.310 24/04/1989]',15.191,15.191
'[16:13:17.320 24/04/1989]',-9.284,9.284
'[16:13:17.330 24/04/1989]',-0.469,0.469
'[16:13:17.340 24/04/1989]',2.344,2.344
'[16:13:17.350 24/04/1989]',-0.656,0.656
'[16:13:17.360 24/04/1989]',-3.938,3.938
'[16:13:17.370 24/04/1989]',-1.594,1.594
'[16:13:17.380 24/04/1989]',2.626,2.626
'[16:13:17.390 24/04/1989]',4.689,4.689
'[16:13:17.400 24/04/1989]',-0.469,0.469
'[16:13:17.410 24/04/1989]',-3.095,3.095
'[16:13:17.420 24/04/1989]',4.032,4.032
'[16:13:17.430 24/04/1989]',7.502,7.502
'[16:13:17.440 24/04/1989]',5.345,5.345
'[16:13:17.450 24/04/1989]',11.722,11.722
'[16:13:17.460 24/04/1989]',10.409,10.409
'[16:13:17.470 24/04/1989]',19.411,19.411
'[16:13:17.480 24/04/1989]',18.755,18.755
'[16:13:17.490 24/04/1989]',18.379,18.379
'[16:13:17.500 24/04/1989]',13.597,13.597
'[16:13:17.510 24/04/1989]',17.723,17.723
'[16:13:17.520 24/04/1989]',19.692,19.692
'[16:13:17.530 24/04/1989]',19.599,19.599
'[16:13:17.540 24/04/1989]',3.563,3.563
'[16:13:17.550 24/04/1989]',5.345,5.345
'[16:13:17.560 24/04/1989]',4.782,4.782
'[16:13:17.570 24/04/1989]',4.689,4.689
'[16:13:17.580 24/04/1989]',3.376,3.376
'[16:13:17.590 24/04/1989]',2.344,2.344
'[16:13:17.600 24/04/1989]',0.469,0.469
'[16:13:17.610 24/04/1989]',-2.532,2.532
'[16:13:17.620 24/04/1989]',7.127,7.127
'[16:13:17.630 24/04/1989]',-12.284,12.284
'[16:13:17.640 24/04/1989]',-2.907,2.907
'[16:13:17.650 24/04/1989]',3.657,3.657
'[16:13:17.660 24/04/1989]',-4.032,4.032
'[16:13:17.670 24/04/1989]',-0.469,0.469
'[16:13:17.680 24/04/1989]',-1.782,1.782
'[16:13:17.690 24/04/1989]',-0.75,0.75
'[16:13:17.700 24/04/1989]',5.158,5.158
'[16:13:17.710 24/04/1989]',-3.938,3.938
'[16:13:17.720 24/04/1989]',-3.751,3.751
'[16:13:17.730 24/04/1989]',-3.282,3.282
'[16:13:17.740 24/04/1989]',-5.251,5.251
'[16:13:17.750 24/04/1989]',-5.251,5.251
'[16:13:17.760 24/04/1989]',-2.157,2.157
'[16:13:17.770 24/04/1989]',-3.376,3.376
'[16:13:17.780 24/04/1989]',-10.409,10.409
'[16:13:17.790 24/04/1989]',-10.409,10.409
'[16:13:17.800 24/04/1989]',-7.127,7.127
'[16:13:17.810 24/04/1989]',-3.095,3.095
'[16:13:17.820 24/04/1989]',-1.969,1.969
'[16:13:17.830 24/04/1989]',-3.751,3.751
'[16:13:17.840 24/04/1989]',-0.188,0.188
'[16:13:17.850 24/04/1989]',-2.907,2.907
'[16:13:17.860 24/04/1989]',-6.283,6.283
'[16:13:17.870 24/04/1989]',-5.439,5.439
'[16:13:17.880 24/04/1989]',-15.097,15.097
'[16:13:17.890 24/04/1989]',-9.002,9.002
'[16:13:17.900 24/04/1989]',-10.596,10.596
'[16:13:17.910 24/04/1989]',-8.533,8.533
'[16:13:17.920 24/04/1989]',-12.003,12.003
'[16:13:17.930 24/04/1989]',-11.815,11.815
'[16:13:17.940 24/04/1989]',-7.314,7.314
'[16:13:17.950 24/04/1989]',-4.782,4.782
'[16:13:17.960 24/04/1989]',-4.876,4.876
'[16:13:17.970 24/04/1989]',-4.689,4.689
'[16:13:17.980 24/04/1989]',-10.127,10.127
'[16:13:17.990 24/04/1989]',-3.001,3.001
'[16:13:18.000 24/04/1989]',-8.533,8.533
'[16:13:18.010 24/04/1989]',-7.971,7.971
'[16:13:18.020 24/04/1989]',-5.626,5.626
'[16:13:18.030 24/04/1989]',-6.939,6.939
'[16:13:18.040 24/04/1989]',-10.784,10.784
'[16:13:18.050 24/04/1989]',-13.503,13.503
'[16:13:18.060 24/04/1989]',-9.002,9.002
'[16:13:18.070 24/04/1989]',-13.034,13.034
'[16:13:18.080 24/04/1989]',-14.722,14.722
'[16:13:18.090 24/04/1989]',-11.159,11.159
'[16:13:18.100 24/04/1989]',-7.877,7.877
'[16:13:18.110 24/04/1989]',-1.407,1.407
'[16:13:18.120 24/04/1989]',0,0
'[16:13:18.130 24/04/1989]',-6.377,6.377
'[16:13:18.140 24/04/1989]',0.563,0.563
'[16:13:18.150 24/04/1989]',6.189,6.189
'[16:13:18.160 24/04/1989]',3.657,3.657
'[16:13:18.170 24/04/1989]',3.282,3.282
'[16:13:18.180 24/04/1989]',1.5,1.5
'[16:13:18.190 24/04/1989]',0.656,0.656
'[16:13:18.200 24/04/1989]',-4.032,4.032
'[16:13:18.210 24/04/1989]',10.221,10.221
'[16:13:18.220 24/04/1989]',2.344,2.344
'[16:13:18.230 24/04/1989]',2.719,2.719
'[16:13:18.240 24/04/1989]',-0.188,0.188
'[16:13:18.250 24/04/1989]',9.659,9.659
'[16:13:18.260 24/04/1989]',16.692,16.692
'[16:13:18.270 24/04/1989]',0,0
'[16:13:18.280 24/04/1989]',9.846,9.846
'[16:13:18.290 24/04/1989]',10.503,10.503
'[16:13:18.300 24/04/1989]',15.566,15.566
'[16:13:18.310 24/04/1989]',11.534,11.534
'[16:13:18.320 24/04/1989]',12.097,12.097
'[16:13:18.330 24/04/1989]',12.19,12.19
'[16:13:18.340 24/04/1989]',21.286,21.286
'[16:13:18.350 24/04/1989]',17.911,17.911
'[16:13:18.360 24/04/1989]',15.754,15.754
'[16:13:18.370 24/04/1989]',18.004,18.004
'[16:13:18.380 24/04/1989]',16.692,16.692
'[16:13:18.390 24/04/1989]',14.441,14.441
'[16:13:18.400 24/04/1989]',18.567,18.567
'[16:13:18.410 24/04/1989]',19.505,19.505
'[16:13:18.420 24/04/1989]',12.941,12.941
'[16:13:18.430 24/04/1989]',13.878,13.878
'[16:13:18.440 24/04/1989]',12.566,12.566
'[16:13:18.450 24/04/1989]',7.689,7.689
'[16:13:18.460 24/04/1989]',7.408,7.408
'[16:13:18.470 24/04/1989]',6.283,6.283
'[16:13:18.480 24/04/1989]',10.69,10.69
'[16:13:18.490 24/04/1989]',4.314,4.314
'[16:13:18.500 24/04/1989]',-4.314,4.314
'[16:13:18.510 24/04/1989]',-5.345,5.345
'[16:13:18.520 24/04/1989]',-7.971,7.971
'[16:13:18.530 24/04/1989]',-9.284,9.284
'[16:13:18.540 24/04/1989]',1.5,1.5
'[16:13:18.550 24/04/1989]',3.001,3.001
'[16:13:18.560 24/04/1989]',10.971,10.971
'[16:13:18.570 24/04/1989]',0.844,0.844
'[16:13:18.580 24/04/1989]',-8.815,8.815
'[16:13:18.590 24/04/1989]',-9.471,9.471
'[16:13:18.600 24/04/1989]',3.188,3.188
'[16:13:18.610 24/04/1989]',-7.127,7.127
'[16:13:18.620 24/04/1989]',0.094,0.094
'[16:13:18.630 24/04/1989]',-6.189,6.189
'[16:13:18.640 24/04/1989]',16.035,16.035
'[16:13:18.650 24/04/1989]',-38.166,38.166
'[16:13:18.660 24/04/1989]',-48.293,48.293
'[16:13:18.670 24/04/1989]',-61.89,61.89
'[16:13:18.680 24/04/1989]',-70.517,70.517
'[16:13:18.690 24/04/1989]',-70.799,70.799
'[16:13:18.700 24/04/1989]',-69.579,69.579
'[16:13:18.710 24/04/1989]',-63.203,63.203
'[16:13:18.720 24/04/1989]',-60.202,60.202
'[16:13:18.730 24/04/1989]',-50.356,50.356
'[16:13:18.740 24/04/1989]',-35.446,35.446
'[16:13:18.750 24/04/1989]',-19.974,19.974
'[16:13:18.760 24/04/1989]',-19.974,19.974
'[16:13:18.770 24/04/1989]',-9.19,9.19
'[16:13:18.780 24/04/1989]',-15.379,15.379
'[16:13:18.790 24/04/1989]',-10.503,10.503
'[16:13:18.800 24/04/1989]',-0.75,0.75
'[16:13:18.810 24/04/1989]',4.595,4.595
'[16:13:18.820 24/04/1989]',6.939,6.939
'[16:13:18.830 24/04/1989]',10.409,10.409
'[16:13:18.840 24/04/1989]',6.377,6.377
'[16:13:18.850 24/04/1989]',9.377,9.377
'[16:13:18.860 24/04/1989]',8.721,8.721
'[16:13:18.870 24/04/1989]',2.626,2.626
'[16:13:18.880 24/04/1989]',5.439,5.439
'[16:13:18.890 24/04/1989]',-7.502,7.502
'[16:13:18.900 24/04/1989]',-0.75,0.75
'[16:13:18.910 24/04/1989]',-0.094,0.094
'[16:13:18.920 24/04/1989]',1.5,1.5
'[16:13:18.930 24/04/1989]',-7.221,7.221
'[16:13:18.940 24/04/1989]',-6.095,6.095
'[16:13:18.950 24/04/1989]',8.064,8.064
'[16:13:18.960 24/04/1989]',-12.284,12.284
'[16:13:18.970 24/04/1989]',-10.69,10.69
'[16:13:18.980 24/04/1989]',-0.844,0.844
'[16:13:18.990 24/04/1989]',-7.689,7.689
'[16:13:19.000 24/04/1989]',-3.845,3.845
'[16:13:19.010 24/04/1989]',-3.657,3.657
'[16:13:19.020 24/04/1989]',-5.158,5.158
'[16:13:19.030 24/04/1989]',10.971,10.971
'[16:13:19.040 24/04/1989]',6.845,6.845
'[16:13:19.050 24/04/1989]',10.409,10.409
'[16:13:19.060 24/04/1989]',12.941,12.941
'[16:13:19.070 24/04/1989]',-3.188,3.188
'[16:13:19.080 24/04/1989]',-0.188,0.188
'[16:13:19.090 24/04/1989]',4.501,4.501
'[16:13:19.100 24/04/1989]',14.816,14.816
'[16:13:19.110 24/04/1989]',6.658,6.658
'[16:13:19.120 24/04/1989]',10.971,10.971
'[16:13:19.130 24/04/1989]',1.782,1.782
'[16:13:19.140 24/04/1989]',11.253,11.253
'[16:13:19.150 24/04/1989]',6.47,6.47
'[16:13:19.160 24/04/1989]',0.281,0.281
'[16:13:19.170 24/04/1989]',-2.344,2.344
'[16:13:19.180 24/04/1989]',4.876,4.876
'[16:13:19.190 24/04/1989]',0.188,0.188
'[16:13:19.200 24/04/1989]',7.502,7.502
'[16:13:19.210 24/04/1989]',9.284,9.284
'[16:13:19.220 24/04/1989]',10.971,10.971
'[16:13:19.230 24/04/1989]',4.407,4.407
'[16:13:19.240 24/04/1989]',10.221,10.221
'[16:13:19.250 24/04/1989]',16.598,16.598
'[16:13:19.260 24/04/1989]',19.036,19.036
'[16:13:19.270 24/04/1989]',10.878,10.878
'[16:13:19.280 24/04/1989]',9.752,9.752
'[16:13:19.290 24/04/1989]',28.132,28.132
'[16:13:19.300 24/04/1989]',4.22,4.22
'[16:13:19.310 24/04/1989]',5.345,5.345
'[16:13:19.320 24/04/1989]',24.475,24.475
'[16:13:19.330 24/04/1989]',9.659,9.659
'[16:13:19.340 24/04/1989]',11.347,11.347
'[16:13:19.350 24/04/1989]',10.596,10.596
'[16:13:19.360 24/04/1989]',10.315,10.315
'[16:13:19.370 24/04/1989]',13.785,13.785
'[16:13:19.380 24/04/1989]',19.317,19.317
'[16:13:19.390 24/04/1989]',24.475,24.475
'[16:13:19.400 24/04/1989]',18.755,18.755
'[16:13:19.410 24/04/1989]',19.599,19.599
'[16:13:19.420 24/04/1989]',12.566,12.566
'[16:13:19.430 24/04/1989]',9.377,9.377
'[16:13:19.440 24/04/1989]',-6.095,6.095
'[16:13:19.450 24/04/1989]',-9.565,9.565
'[16:13:19.460 24/04/1989]',-2.251,2.251
'[16:13:19.470 24/04/1989]',-53.544,53.544
'[16:13:19.480 24/04/1989]',-54.576,54.576
'[16:13:19.490 24/04/1989]',-64.422,64.422
'[16:13:19.500 24/04/1989]',-63.672,63.672
'[16:13:19.510 24/04/1989]',-64.047,64.047
'[16:13:19.520 24/04/1989]',-62.828,62.828
'[16:13:19.530 24/04/1989]',-57.67,57.67
'[16:13:19.540 24/04/1989]',-43.511,43.511
'[16:13:19.550 24/04/1989]',-28.413,28.413
'[16:13:19.560 24/04/1989]',-15.285,15.285
'[16:13:19.570 24/04/1989]',-20.255,20.255
'[16:13:19.580 24/04/1989]',-11.065,11.065
'[16:13:19.590 24/04/1989]',-7.127,7.127
'[16:13:19.600 24/04/1989]',-14.535,14.535
'[16:13:19.610 24/04/1989]',0.563,0.563
'[16:13:19.620 24/04/1989]',12.097,12.097
'[16:13:19.630 24/04/1989]',6.752,6.752
'[16:13:19.640 24/04/1989]',12.284,12.284
'[16:13:19.650 24/04/1989]',16.504,16.504
'[16:13:19.660 24/04/1989]',9.19,9.19
'[16:13:19.670 24/04/1989]',17.629,17.629
'[16:13:19.680 24/04/1989]',16.504,16.504
'[16:13:19.690 24/04/1989]',25.975,25.975
'[16:13:19.700 24/04/1989]',26.725,26.725
'[16:13:19.710 24/04/1989]',29.538,29.538
'[16:13:19.720 24/04/1989]',15.566,15.566
'[16:13:19.730 24/04/1989]',13.128,13.128
'[16:13:19.740 24/04/1989]',22.881,22.881
'[16:13:19.750 24/04/1989]',24.944,24.944
'[16:13:19.760 24/04/1989]',17.723,17.723
'[16:13:19.770 24/04/1989]',17.723,17.723
'[16:13:19.780 24/04/1989]',23.631,23.631
'[16:13:19.790 24/04/1989]',25.037,25.037
'[16:13:19.800 24/04/1989]',33.008,33.008
'[16:13:19.810 24/04/1989]',28.038,28.038
'[16:13:19.820 24/04/1989]',29.632,29.632
'[16:13:19.830 24/04/1989]',29.351,29.351
'[16:13:19.840 24/04/1989]',28.132,28.132
'[16:13:19.850 24/04/1989]',32.164,32.164
'[16:13:19.860 24/04/1989]',51.012,51.012
'[16:13:19.870 24/04/1989]',25.881,25.881
'[16:13:19.880 24/04/1989]',35.071,35.071
'[16:13:19.890 24/04/1989]',33.008,33.008
'[16:13:19.900 24/04/1989]',37.697,37.697
'[16:13:19.910 24/04/1989]',43.792,43.792
'[16:13:19.920 24/04/1989]',33.852,33.852
'[16:13:19.930 24/04/1989]',37.697,37.697
'[16:13:19.940 24/04/1989]',27.1,27.1
'[16:13:19.950 24/04/1989]',32.633,32.633
'[16:13:19.960 24/04/1989]',33.571,33.571
'[16:13:19.970 24/04/1989]',22.412,22.412
'[16:13:19.980 24/04/1989]',26.819,26.819
'[16:13:19.990 24/04/1989]',32.07,32.07
'[16:13:20.000 24/04/1989]',31.508,31.508
'[16:13:20.010 24/04/1989]',36.384,36.384
'[16:13:20.020 24/04/1989]',34.79,34.79
'[16:13:20.030 24/04/1989]',30.758,30.758
'[16:13:20.040 24/04/1989]',28.976,28.976
'[16:13:20.050 24/04/1989]',27.944,27.944
'[16:13:20.060 24/04/1989]',42.479,42.479
'[16:13:20.070 24/04/1989]',14.722,14.722
'[16:13:20.080 24/04/1989]',21.474,21.474
'[16:13:20.090 24/04/1989]',25.037,25.037
'[16:13:20.100 24/04/1989]',29.07,29.07
'[16:13:20.110 24/04/1989]',17.817,17.817
'[16:13:20.120 24/04/1989]',21.849,21.849
'[16:13:20.130 24/04/1989]',18.848,18.848
'[16:13:20.140 24/04/1989]',21.943,21.943
'[16:13:20.150 24/04/1989]',22.037,22.037
'[16:13:20.160 24/04/1989]',17.723,17.723
'[16:13:20.170 24/04/1989]',10.127,10.127
'[16:13:20.180 24/04/1989]',12.284,12.284
'[16:13:20.190 24/04/1989]',-1.782,1.782
'[16:13:20.200 24/04/1989]',-14.816,14.816
'[16:13:20.210 24/04/1989]',-42.104,42.104
'[16:13:20.220 24/04/1989]',-55.045,55.045
'[16:13:20.230 24/04/1989]',-57.389,57.389
'[16:13:20.240 24/04/1989]',-55.514,55.514
'[16:13:20.250 24/04/1989]',-44.542,44.542
'[16:13:20.260 24/04/1989]',-38.634,38.634
'[16:13:20.270 24/04/1989]',-27.382,27.382
'[16:13:20.280 24/04/1989]',-7.033,7.033
'[16:13:20.290 24/04/1989]',7.127,7.127
'[16:13:20.300 24/04/1989]',3.657,3.657
'[16:13:20.310 24/04/1989]',2.063,2.063
'[16:13:20.320 24/04/1989]',11.253,11.253
'[16:13:20.330 24/04/1989]',17.348,17.348
'[16:13:20.340 24/04/1989]',17.817,17.817
'[16:13:20.350 24/04/1989]',23.443,23.443
'[16:13:20.360 24/04/1989]',22.318,22.318
'[16:13:20.370 24/04/1989]',24.662,24.662
'[16:13:20.380 24/04/1989]',20.161,20.161
'[16:13:20.390 24/04/1989]',18.004,18.004
'[16:13:20.400 24/04/1989]',15.754,15.754
'[16:13:20.410 24/04/1989]',19.88,19.88
'[16:13:20.420 24/04/1989]',19.599,19.599
'[16:13:20.430 24/04/1989]',24.944,24.944
'[16:13:20.440 24/04/1989]',18.755,18.755
'[16:13:20.450 24/04/1989]',17.629,17.629
'[16:13:20.460 24/04/1989]',19.88,19.88
'[16:13:20.470 24/04/1989]',19.692,19.692
'[16:13:20.480 24/04/1989]',12.659,12.659
'[16:13:20.490 24/04/1989]',16.598,16.598
'[16:13:20.500 24/04/1989]',15.191,15.191
'[16:13:20.510 24/04/1989]',4.595,4.595
'[16:13:20.520 24/04/1989]',11.065,11.065
'[16:13:20.530 24/04/1989]',11.909,11.909
'[16:13:20.540 24/04/1989]',19.13,19.13
'[16:13:20.550 24/04/1989]',15.379,15.379
'[16:13:20.560 24/04/1989]',16.504,16.504
'[16:13:20.570 24/04/1989]',15.848,15.848
'[16:13:20.580 24/04/1989]',20.255,20.255
'[16:13:20.590 24/04/1989]',19.13,19.13
'[16:13:20.600 24/04/1989]',18.286,18.286
'[16:13:20.610 24/04/1989]',22.693,22.693
'[16:13:20.620 24/04/1989]',18.755,18.755
'[16:13:20.630 24/04/1989]',16.316,16.316
'[16:13:20.640 24/04/1989]',22.599,22.599
'[16:13:20.650 24/04/1989]',19.036,19.036
'[16:13:20.660 24/04/1989]',22.599,22.599
'[16:13:20.670 24/04/1989]',24.756,24.756
'[16:13:20.680 24/04/1989]',41.916,41.916
'[16:13:20.690 24/04/1989]',32.445,32.445
'[16:13:20.700 24/04/1989]',32.07,32.07
'[16:13:20.710 24/04/1989]',32.914,32.914
'[16:13:20.720 24/04/1989]',33.852,33.852
'[16:13:20.730 24/04/1989]',39.385,39.385
'[16:13:20.740 24/04/1989]',34.508,34.508
'[16:13:20.750 24/04/1989]',32.164,32.164
'[16:13:20.760 24/04/1989]',29.163,29.163
'[16:13:20.770 24/04/1989]',27.569,27.569
'[16:13:20.780 24/04/1989]',36.665,36.665
'[16:13:20.790 24/04/1989]',29.257,29.257
'[16:13:20.800 24/04/1989]',30.195,30.195
'[16:13:20.810 24/04/1989]',21.943,21.943
'[16:13:20.820 24/04/1989]',27.663,27.663
'[16:13:20.830 24/04/1989]',18.004,18.004
'[16:13:20.840 24/04/1989]',17.254,17.254
'[16:13:20.850 24/04/1989]',12.659,12.659
'[16:13:20.860 24/04/1989]',12.378,12.378
'[16:13:20.870 24/04/1989]',16.41,16.41
'[16:13:20.880 24/04/1989]',19.036,19.036
'[16:13:20.890 24/04/1989]',20.911,20.911
'[16:13:20.900 24/04/1989]',11.815,11.815
'[16:13:20.910 24/04/1989]',14.535,14.535
'[16:13:20.920 24/04/1989]',17.629,17.629
'[16:13:20.930 24/04/1989]',15.566,15.566
'[16:13:20.940 24/04/1989]',13.691,13.691
'[16:13:20.950 24/04/1989]',10.034,10.034
'[16:13:20.960 24/04/1989]',14.535,14.535
'[16:13:20.970 24/04/1989]',11.44,11.44
'[16:13:20.980 24/04/1989]',21.474,21.474
'[16:13:20.990 24/04/1989]',-15.191,15.191
'[16:13:21.000 24/04/1989]',1.594,1.594
'[16:13:21.010 24/04/1989]',-4.595,4.595
'[16:13:21.020 24/04/1989]',-4.22,4.22
'[16:13:21.030 24/04/1989]',-12.659,12.659
'[16:13:21.040 24/04/1989]',-11.815,11.815
'[16:13:21.050 24/04/1989]',-12.378,12.378
'[16:13:21.060 24/04/1989]',-11.159,11.159
'[16:13:21.070 24/04/1989]',-8.44,8.44
'[16:13:21.080 24/04/1989]',-8.064,8.064
'[16:13:21.090 24/04/1989]',-6.939,6.939
'[16:13:21.100 24/04/1989]',-10.69,10.69
'[16:13:21.110 24/04/1989]',-11.628,11.628
'[16:13:21.120 24/04/1989]',-13.503,13.503
'[16:13:21.130 24/04/1989]',-16.598,16.598
'[16:13:21.140 24/04/1989]',-16.692,16.692
'[16:13:21.150 24/04/1989]',-15.097,15.097
'[16:13:21.160 24/04/1989]',-28.319,28.319
'[16:13:21.170 24/04/1989]',-22.693,22.693
'[16:13:21.180 24/04/1989]',-26.069,26.069
'[16:13:21.190 24/04/1989]',-28.882,28.882
'[16:13:21.200 24/04/1989]',-35.352,35.352
'[16:13:21.210 24/04/1989]',-26.725,26.725
'[16:13:21.220 24/04/1989]',-26.163,26.163
'[16:13:21.230 24/04/1989]',-29.351,29.351
'[16:13:21.240 24/04/1989]',-33.477,33.477
'[16:13:21.250 24/04/1989]',-2.438,2.438
'[16:13:21.260 24/04/1989]',-28.319,28.319
'[16:13:21.270 24/04/1989]',-21.38,21.38
'[16:13:21.280 24/04/1989]',-30.476,30.476
'[16:13:21.290 24/04/1989]',-24.944,24.944
'[16:13:21.300 24/04/1989]',-27.382,27.382
'[16:13:21.310 24/04/1989]',-28.319,28.319
'[16:13:21.320 24/04/1989]',-25.319,25.319
'[16:13:21.330 24/04/1989]',-27.663,27.663
'[16:13:21.340 24/04/1989]',-18.379,18.379
'[16:13:21.350 24/04/1989]',-27.663,27.663
'[16:13:21.360 24/04/1989]',-24.381,24.381
'[16:13:21.370 24/04/1989]',-22.599,22.599
'[16:13:21.380 24/04/1989]',-25.975,25.975
'[16:13:21.390 24/04/1989]',-29.914,29.914
'[16:13:21.400 24/04/1989]',-35.446,35.446
'[16:13:21.410 24/04/1989]',-30.101,30.101
'[16:13:21.420 24/04/1989]',-26.819,26.819
'[16:13:21.430 24/04/1989]',-77.081,77.081
'[16:13:21.440 24/04/1989]',-83.177,83.177
'[16:13:21.450 24/04/1989]',-86.365,86.365
'[16:13:21.460 24/04/1989]',-89.459,89.459
'[16:13:21.470 24/04/1989]',-90.21,90.21
'[16:13:21.480 24/04/1989]',-88.053,88.053
'[16:13:21.490 24/04/1989]',-81.114,81.114
'[16:13:21.500 24/04/1989]',-64.797,64.797
'[16:13:21.510 24/04/1989]',-67.048,67.048
'[16:13:21.520 24/04/1989]',-39.572,39.572
'[16:13:21.530 24/04/1989]',-32.539,32.539
'[16:13:21.540 24/04/1989]',-19.13,19.13
'[16:13:21.550 24/04/1989]',-17.911,17.911
'[16:13:21.560 24/04/1989]',0,0
'[16:13:21.570 24/04/1989]',19.88,19.88
'[16:13:21.580 24/04/1989]',14.535,14.535
'[16:13:21.590 24/04/1989]',14.066,14.066
'[16:13:21.600 24/04/1989]',24.568,24.568
'[16:13:21.610 24/04/1989]',25.881,25.881
'[16:13:21.620 24/04/1989]',28.226,28.226
'[16:13:21.630 24/04/1989]',38.634,38.634
'[16:13:21.640 24/04/1989]',21.943,21.943
'[16:13:21.650 24/04/1989]',28.601,28.601
'[16:13:21.660 24/04/1989]',24.85,24.85
'[16:13:21.670 24/04/1989]',22.505,22.505
'[16:13:21.680 24/04/1989]',24.287,24.287
'[16:13:21.690 24/04/1989]',23.631,23.631
'[16:13:21.700 24/04/1989]',16.692,16.692
'[16:13:21.710 24/04/1989]',11.722,11.722
'[16:13:21.720 24/04/1989]',16.973,16.973
'[16:13:21.730 24/04/1989]',6.845,6.845
'[16:13:21.740 24/04/1989]',7.408,7.408
'[16:13:21.750 24/04/1989]',8.158,8.158
'[16:13:21.760 24/04/1989]',7.783,7.783
'[16:13:21.770 24/04/1989]',16.598,16.598
'[16:13:21.780 24/04/1989]',7.408,7.408
'[16:13:21.790 24/04/1989]',16.973,16.973
'[16:13:21.800 24/04/1989]',38.166,38.166
'[16:13:21.810 24/04/1989]',-2.719,2.719
'[16:13:21.820 24/04/1989]',8.252,8.252
'[16:13:21.830 24/04/1989]',10.221,10.221
'[16:13:21.840 24/04/1989]',22.13,22.13
'[16:13:21.850 24/04/1989]',5.345,5.345
'[16:13:21.860 24/04/1989]',9.096,9.096
'[16:13:21.870 24/04/1989]',1.594,1.594
'[16:13:21.880 24/04/1989]',1.313,1.313
'[16:13:21.890 24/04/1989]',-4.126,4.126
'[16:13:21.900 24/04/1989]',1.782,1.782
'[16:13:21.910 24/04/1989]',0.469,0.469
'[16:13:21.920 24/04/1989]',-7.689,7.689
'[16:13:21.930 24/04/1989]',-8.252,8.252
'[16:13:21.940 24/04/1989]',-5.626,5.626
'[16:13:21.950 24/04/1989]',-1.875,1.875
'[16:13:21.960 24/04/1989]',-10.596,10.596
'[16:13:21.970 24/04/1989]',-7.596,7.596
'[16:13:21.980 24/04/1989]',-6.283,6.283
'[16:13:21.990 24/04/1989]',-9.94,9.94
'[16:13:22.000 24/04/1989]',-11.628,11.628
'[16:13:22.010 24/04/1989]',-15.473,15.473
'[16:13:22.020 24/04/1989]',-15.097,15.097
'[16:13:22.030 24/04/1989]',-21.474,21.474
'[16:13:22.040 24/04/1989]',-6.189,6.189
'[16:13:22.050 24/04/1989]',1.782,1.782
'[16:13:22.060 24/04/1989]',0.563,0.563
'[16:13:22.070 24/04/1989]',-0.563,0.563
'[16:13:22.080 24/04/1989]',-1.688,1.688
'[16:13:22.090 24/04/1989]',-2.532,2.532
'[16:13:22.100 24/04/1989]',-5.814,5.814
'[16:13:22.110 24/04/1989]',-7.971,7.971
'[16:13:22.120 24/04/1989]',0.844,0.844
'[16:13:22.130 24/04/1989]',-1.5,1.5
'[16:13:22.140 24/04/1989]',-8.064,8.064
'[16:13:22.150 24/04/1989]',-17.254,17.254
'[16:13:22.160 24/04/1989]',-9.565,9.565
'[16:13:22.170 24/04/1989]',-4.501,4.501
'[16:13:22.180 24/04/1989]',-8.815,8.815
